trial_id,condition,noise_seed,offset_id,start_radius,start_angle_rad,start_x,start_y,status,success,transition_time,first_entry_time,relapse,control_cost_l2,control_effort_l1,endpoint_x,endpoint_y,endpoint_distance_to_c2,endpoint_nearest_cluster,min_distance_to_c2,path_length,steps_completed
O00-N02-capture_hook_lock_off,capture_hook_lock_off,2,0,0.0,,11.0,28.5,SUCCESS,True,1.22,1.24,False,2.9450063916248146,1.8799586696463964,13.288056742861114,25.81563407359594,0.28091055349606714,C2,0.023332088432565977,6.186298090998493,1250
O00-N02-capture_hook_lock_on,capture_hook_lock_on,2,0,0.0,,11.0,28.5,SUCCESS,True,1.22,1.24,False,3.657824092609678,5.956724716038162,13.39336463534304,25.888196254666447,0.15450300471554834,C2,0.01375844072996418,6.133913805940828,1250
O00-N03-free_field,free_field,3,0,0.0,,11.0,28.5,TIMEOUT,False,,,False,0.0,0.0,12.808085109395638,32.10935374340019,6.148410313067759,C3,3.3792466014616283,5.345179424248507,1250
O00-N03-minimal_control,minimal_control,3,0,0.0,,11.0,28.5,SUCCESS,True,3.58,3.64,False,0.40000000000000324,2.0000000000000013,13.303843691756871,25.821722168440626,0.26506656237459664,C2,0.13796753668615677,7.245540796979162,1250
O00-N03-capture_hook_lock_off,capture_hook_lock_off,3,0,0.0,,11.0,28.5,SUCCESS,True,1.22,1.24,False,2.9522593351753676,1.881995412158659,13.303843691756839,25.821722168440495,0.26506656237470866,C2,0.0176000128592047,6.188003452186197,1250
O00-N03-capture_hook_lock_on,capture_hook_lock_on,3,0,0.0,,11.0,28.5,SUCCESS,True,1.22,1.24,False,3.6706899440771803,5.974283800468231,13.404133018669683,25.891650677419868,0.14467222889331915,C2,0.010488307174792447,6.135975461191674,1250
O00-N04-free_field,free_field,4,0,0.0,,11.0,28.5,TIMEOUT,False,,,False,0.0,0.0,13.10282967288167,31.99748376934771,6.010620253545594,C3,3.374854728943568,5.355092680889665,1250
O00-N04-minimal_control,minimal_control,4,0,0.0,,11.0,28.5,SUCCESS,True,3.46,3.52,False,0.40000000000000324,2.0000000000000013,13.29861474048188,25.827640643982438,0.26507314152506845,C2,0.13929916076999993,7.233304043851661,1250
O00-N04-capture_hook_lock_off,capture_hook_lock_off,4,0,0.0,,11.0,28.5,SUCCESS,True,1.22,1.24,False,2.9550125693850777,1.8826721972758484,13.298614740481835,25.827640643982342,0.2650731415251659,C2,0.025522660749207553,6.239769044806735,1250
O00-N04-capture_hook_lock_on,capture_hook_lock_on,4,0,0.0,,11.0,28.5,SUCCESS,True,1.22,1.24,False,3.66939610321198,5.968793975435151,13.400593701658229,25.897882981507397,0.1425113946876942,C2,0.01642754785537893,6.188932066361995,1250
O00-N05-free_field,free_field,5,0,0.0,,11.0,28.5,TIMEOUT,False,,,False,0.0,0.0,12.69100341672694,32.18005546529669,6.232781163003477,C3,3.4058625901938857,5.362076616039783,1250
O00-N05-minimal_control,minimal_control,5,0,0.0,,11.0,28.5,SUCCESS,True,3.6,3.64,False,0.40000000000000324,2.0000000000000013,13.299771109494598,25.821147134007216,0.26847710566612015,C2,0.14886283276396886,7.274527710920738,1250
O00-N05-capture_hook_lock_off,capture_hook_lock_off,5,0,0.0,,11.0,28.5,SUCCESS,True,1.22,1.24,False,2.9420980377468164,1.879072672040978,13.299771109494529,25.821147134007106,0.2684771056662452,C2,0.02023979506612858,6.203081247548282,1250
