pair,actuator,path_index,center_sample,ordinal_time_a_s,ordinal_time_b_s,normalized_u,theta_a_deg,theta_b_deg,kappa_ordinal_deg,janus_reverse_deg,janus_antisymmetry_error_deg,pairing_status
P10_BEFORE_AFTER_EQ,1,43,3520,6.875,6.875,0.7678571428571429,5.1323427393913335,4.97339090979446,-0.15895182959687304,0.15895182959687304,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,44,3584,7.0,7.0,0.7857142857142857,5.258544718975401,5.128697792547854,-0.1298469264275468,0.1298469264275468,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,45,3648,7.125,7.125,0.8035714285714286,5.502198411071703,5.335462600676863,-0.1667358103948402,0.1667358103948402,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,46,3712,7.25,7.25,0.8214285714285714,5.536776121147341,5.343947347891742,-0.19282877325559866,0.19282877325559866,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,47,3776,7.375,7.375,0.8392857142857143,5.593710430415484,5.386334656004067,-0.20737577441141752,0.20737577441141752,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,48,3840,7.5,7.5,0.8571428571428571,5.380278108829884,5.153110594054226,-0.22716751477565822,0.22716751477565822,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,49,3904,7.625,7.625,0.875,5.173416528099722,4.9849128566403635,-0.1885036714593582,0.1885036714593582,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,50,3968,7.75,7.75,0.8928571428571429,5.192291495667774,5.017723216502674,-0.17456827916510065,0.17456827916510065,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,51,4032,7.875,7.875,0.9107142857142857,5.103610163991249,4.953849251610478,-0.1497609123807706,0.1497609123807706,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,52,4096,8.0,8.0,0.9285714285714286,5.215265802703101,5.118576297982429,-0.09668950472067195,0.09668950472067195,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,53,4160,8.125,8.125,0.9464285714285714,5.450120681040971,5.3249610255043365,-0.12515965553663477,0.12515965553663477,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,54,4224,8.25,8.25,0.9642857142857143,5.48094390058327,5.327333543797977,-0.15361035678529333,0.15361035678529333,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,55,4288,8.375,8.375,0.9821428571428571,5.533935076406095,5.3733377257975405,-0.16059735060855473,0.16059735060855473,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,1,56,4352,8.5,8.5,1.0,5.309412468085412,5.135506724036361,-0.17390574404905124,0.17390574404905124,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,0,768,1.5,1.5,0.0,6.088146477186996,5.606192088051188,-0.481954389135808,0.481954389135808,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,1,832,1.625,1.625,0.017857142857142856,5.52357104543421,4.991474079950024,-0.5320969654841861,0.5320969654841861,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,2,896,1.75,1.75,0.03571428571428571,5.545623771029028,5.0666051237853935,-0.47901864724363463,0.47901864724363463,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,3,960,1.875,1.875,0.05357142857142857,5.4311559877060915,4.945937351086457,-0.48521863661963494,0.48521863661963494,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,4,1024,2.0,2.0,0.07142857142857142,5.636520069543877,5.2490032171627945,-0.3875168523810828,0.3875168523810828,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,5,1088,2.125,2.125,0.08928571428571429,6.00995989775933,5.685226692833908,-0.32473320492542257,0.32473320492542257,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,6,1152,2.25,2.25,0.10714285714285714,5.965892862667744,5.6150075321828865,-0.35088533048485715,0.35088533048485715,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,7,1216,2.375,2.375,0.125,6.124731946642839,5.76404846062033,-0.3606834860225092,0.3606834860225092,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,8,1280,2.5,2.5,0.14285714285714285,5.720093050537287,5.3348943527805375,-0.3851986977567492,0.3851986977567492,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,9,1344,2.625,2.625,0.16071428571428573,5.245623203236818,4.828892388746681,-0.41673081449013694,0.41673081449013694,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,10,1408,2.75,2.75,0.17857142857142858,5.283341303057512,4.915015078745,-0.3683262243125114,0.3683262243125114,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,11,1472,2.875,2.875,0.19642857142857142,5.149448093657071,4.7751213153918854,-0.37432677826518557,0.37432677826518557,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,12,1536,3.0,3.0,0.21428571428571427,5.332663700259104,5.050618396169767,-0.2820453040893369,0.2820453040893369,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,13,1600,3.125,3.125,0.23214285714285715,5.727413220621173,5.522482280796879,-0.204930939824294,0.204930939824294,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,14,1664,3.25,3.25,0.25,5.718597865840337,5.48521864995152,-0.23337921588881727,0.23337921588881727,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,15,1728,3.375,3.375,0.26785714285714285,5.852175710490457,5.623918481872124,-0.22825722861833242,0.22825722861833242,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,16,1792,3.5,3.5,0.2857142857142857,5.512943190511976,5.243479587987451,-0.2694636025245245,0.2694636025245245,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,17,1856,3.625,3.625,0.30357142857142855,5.076129955401683,4.766109056095559,-0.3100208993061244,0.3100208993061244,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,18,1920,3.75,3.75,0.32142857142857145,5.109940284275126,4.84388682487571,-0.2660534593994157,0.2660534593994157,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,19,1984,3.875,3.875,0.3392857142857143,4.968086119309845,4.701655091594375,-0.2664310277154698,0.2664310277154698,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,20,2048,4.0,4.0,0.35714285714285715,5.135102723377429,4.964886593758678,-0.1702161296187512,0.1702161296187512,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,21,2112,4.125,4.125,0.375,5.549408922809448,5.443257197446769,-0.10615172536267892,0.10615172536267892,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,22,2176,4.25,4.25,0.39285714285714285,5.562024501735294,5.419184526139389,-0.1428399755959049,0.1428399755959049,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,23,2240,4.375,4.375,0.4107142857142857,5.691005178234633,5.5563024867573745,-0.13470269147725844,0.13470269147725844,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,24,2304,4.5,4.5,0.42857142857142855,5.398921099959352,5.204560932313171,-0.19436016764618103,0.19436016764618103,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,25,2368,4.625,4.625,0.44642857142857145,4.987471490092332,4.733959568774424,-0.2535119213179087,0.2535119213179087,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,26,2432,4.75,4.75,0.4642857142857143,5.020301971500544,4.796142089100925,-0.22415988239961848,0.22415988239961848,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,27,2496,4.875,4.875,0.48214285714285715,4.877429373040684,4.651928650442301,-0.22550072259838316,0.22550072259838316,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,28,2560,5.0,5.0,0.5,5.037096130119892,4.885784985286961,-0.15131114483293118,0.15131114483293118,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,29,2624,5.125,5.125,0.5178571428571429,5.451506125874516,5.352092736129066,-0.09941338974545033,0.09941338974545033,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,30,2688,5.25,5.25,0.5357142857142857,5.467532986687814,5.333679916416003,-0.1338530702718117,0.1338530702718117,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,31,2752,5.375,5.375,0.5535714285714286,5.596856385305102,5.471097979452509,-0.12575840585259357,0.12575840585259357,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,32,2816,5.5,5.5,0.5714285714285714,5.317895270039088,5.137839874987861,-0.1800553950512267,0.1800553950512267,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,33,2880,5.625,5.625,0.5892857142857143,4.9039176414065935,4.674111527882161,-0.22980611352443248,0.22980611352443248,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,34,2944,5.75,5.75,0.6071428571428571,4.937437301382971,4.7382278581672495,-0.19920944321572165,0.19920944321572165,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,35,3008,5.875,5.875,0.625,4.793266481228699,4.595187833917208,-0.19807864731149039,0.19807864731149039,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,36,3072,6.0,6.0,0.6428571428571429,4.961986306165784,4.832992999503006,-0.1289933066627782,0.1289933066627782,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,37,3136,6.125,6.125,0.6607142857142857,5.389035476666237,5.308690462986078,-0.08034501368015867,0.08034501368015867,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,38,3200,6.25,6.25,0.6785714285714286,5.410771311685011,5.29219447136208,-0.11857684032293037,0.11857684032293037,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,39,3264,6.375,6.375,0.6964285714285714,5.535597541370123,5.4293967452997265,-0.10620079607039656,0.10620079607039656,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,40,3328,6.5,6.5,0.7142857142857143,5.267028406243639,5.10270510437303,-0.16432330187060984,0.16432330187060984,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,41,3392,6.625,6.625,0.7321428571428571,4.8633788304281325,4.640806734188118,-0.22257209624001462,0.22257209624001462,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,42,3456,6.75,6.75,0.75,4.89969433257005,4.69961183577783,-0.2000824967922199,0.2000824967922199,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,43,3520,6.875,6.875,0.7678571428571429,4.760037225363391,4.5560258802595115,-0.2040113451038792,0.2040113451038792,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,44,3584,7.0,7.0,0.7857142857142857,4.934542486660888,4.78173054611392,-0.15281194054696812,0.15281194054696812,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,45,3648,7.125,7.125,0.8035714285714286,5.354419109145937,5.248218452940677,-0.1062006562052602,0.1062006562052602,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,46,3712,7.25,7.25,0.8214285714285714,5.378843368292166,5.239029612810668,-0.139813755481498,0.139813755481498,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,47,3776,7.375,7.375,0.8392857142857143,5.505269978266028,5.369380489098489,-0.13588948916753907,0.13588948916753907,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,48,3840,7.5,7.5,0.8571428571428571,5.253190284862626,5.054414118730563,-0.19877616613206328,0.19877616613206328,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,49,3904,7.625,7.625,0.875,4.854212979669967,4.60978001709924,-0.24443296257072689,0.24443296257072689,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,50,3968,7.75,7.75,0.8928571428571429,4.87486502962139,4.666364134459883,-0.2085008951615066,0.2085008951615066,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,51,4032,7.875,7.875,0.9107142857142857,4.736855992343976,4.526659611000468,-0.2101963813435077,0.2101963813435077,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,52,4096,8.0,8.0,0.9285714285714286,4.886635716267733,4.747588188604254,-0.13904752766347883,0.13904752766347883,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,53,4160,8.125,8.125,0.9464285714285714,5.290291501286049,5.207083517615331,-0.08320798367071802,0.08320798367071802,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,54,4224,8.25,8.25,0.9642857142857143,5.310502941824382,5.199713694576161,-0.11078924724822059,0.11078924724822059,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,55,4288,8.375,8.375,0.9821428571428571,5.438076625737949,5.327686772232397,-0.11038985350555208,0.11038985350555208,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
P10_BEFORE_AFTER_EQ,2,56,4352,8.5,8.5,1.0,5.201483447062543,5.015705669677061,-0.18577777738548207,0.18577777738548207,0.0,ORDINAL_WINDOW_INDEX_NOT_PHYSICAL_SAMPLE_SYNCHRONY
