N,S_valid,S_equal,S_fail,S_undefined,S_rate_valid,S_rate_all,S_smallest_equal,S_smallest_counterexample,R4_fixed_inputs,S_fixed_inputs,both_fixed,S_universal,T_valid,T_equal,T_fail,T_undefined,T_rate_valid,T_rate_all,T_smallest_equal,T_smallest_counterexample,R4_fixed_inputs_T,T_fixed_inputs,both_fixed_T,T_universal
7512,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7513,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7514,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7515,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7516,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7517,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7518,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7519,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7520,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7521,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7522,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7523,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7524,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7525,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7526,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7527,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7528,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7529,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7530,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7531,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7532,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7533,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7534,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7535,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7536,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7537,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7538,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7539,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7540,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7541,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7542,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7543,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7544,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7545,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7546,10000,1226,8774,0,0.1226000000,0.1226000000,0,1,100,2,2,false,10000,1225,8775,0,0.1225000000,0.1225000000,550,0,100,2,1,false
7547,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7548,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7549,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7550,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7551,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7552,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7553,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7554,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7555,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7556,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,225,9775,0,0.0225000000,0.0225000000,7557,0,100,2,1,false
7557,10000,2816,7184,0,0.2816000000,0.2816000000,0,8,100,1,1,false,10000,2304,7696,0,0.2304000000,0.2304000000,0,8,100,0,0,false
7558,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7559,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7560,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7561,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7562,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7563,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7564,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7565,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7566,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7567,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,144,9856,0,0.0144000000,0.0144000000,8008,0,100,0,0,false
7568,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7569,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7570,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7571,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7572,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7573,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7574,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7575,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7576,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7577,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7578,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7579,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7580,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7581,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7582,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7583,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7584,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7585,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7586,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7587,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7588,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7589,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7590,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7591,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7592,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7593,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7594,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7595,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7596,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7597,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7598,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7599,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7600,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7601,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7602,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7603,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7604,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7605,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7606,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7607,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7608,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7609,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7610,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7611,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7612,10000,401,9599,0,0.0401000000,0.0401000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7613,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7614,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7615,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7616,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7617,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7618,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7619,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7620,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7621,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7622,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7623,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7624,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7625,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7626,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7627,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7628,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7629,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7630,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7631,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7632,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7633,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7634,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7635,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7636,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7637,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7638,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7639,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7640,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7641,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7642,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7643,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7644,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7645,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7646,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7647,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7648,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7649,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7650,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7651,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7652,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7653,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7654,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7655,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7656,10000,785,9215,0,0.0785000000,0.0785000000,0,1,100,2,1,false,10000,784,9216,0,0.0784000000,0.0784000000,660,0,100,2,0,false
7657,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7658,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7659,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7660,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7661,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7662,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7663,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7664,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7665,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7666,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,144,9856,0,0.0144000000,0.0144000000,7667,0,100,2,0,false
7667,10000,3447,6553,0,0.3447000000,0.3447000000,0,8,100,1,1,false,10000,3136,6864,0,0.3136000000,0.3136000000,0,8,100,0,0,false
7668,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7669,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7670,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7671,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7672,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7673,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7674,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7675,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7676,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7677,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,196,9804,0,0.0196000000,0.0196000000,8008,0,100,0,0,false
7678,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7679,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7680,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7681,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7682,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7683,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7684,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7685,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7686,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7687,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7688,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7689,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7690,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
7691,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,1,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,0,0,false
7692,10000,1,9999,0,0.0001000000,0.0001000000,0,1,100,2,1,false,10000,0,10000,0,0.0000000000,0.0000000000,-1,0,100,2,0,false
