source_root_id,ring,radius,angle_degrees,x,y
78,3,0.473860652112,282,0.0985211693925,-0.463505659945
79,4,0.572924503648,54,0.336756573921,0.463505659945
80,5,0.704294183228,252,-0.217638871657,-0.669823572348
81,5,0.704294183228,108,-0.217638871657,0.669823572348
82,5,0.704294183228,288,0.217638871657,-0.669823572348
83,5,0.704294183228,72,0.217638871657,0.669823572348
84,8,1.13957192654,180,-1.13957192654,7.16462413432e-16
85,5,0.704294183228,360,0.704294183228,-1.9324108399e-16
86,5,0.704294183228,180,-0.704294183228,1.9324108399e-16
87,8,1.13957192654,360,1.13957192654,-7.16462413432e-16
88,6,0.766722641048,246,-0.31185419319,-0.700435986001
89,1,0.238235404529,108,-0.0736187886612,0.226575333889
90,1,0.238235404529,288,0.0736187886612,-0.226575333889
91,6,0.766722641048,66,0.31185419319,0.700435986001
92,7,0.92701131989,258,-0.192736490926,-0.906753898404
93,3,0.473860652112,114,-0.192736490926,0.432893246292
94,3,0.473860652112,294,0.192736490926,-0.432893246292
95,7,0.92701131989,78,0.192736490926,0.906753898404
96,8,1.13957192654,192,-1.11466954581,-0.236930326056
97,6,0.766722641048,342,0.72919656396,-0.236930326056
98,6,0.766722641048,162,-0.72919656396,0.236930326056
99,8,1.13957192654,12,1.11466954581,0.236930326056
100,8,1.13957192654,264,-0.119117702264,-1.13332923229
101,1,0.238235404529,120,-0.119117702264,0.206317912403
102,1,0.238235404529,300,0.119117702264,-0.206317912403
103,8,1.13957192654,84,0.119117702264,1.13332923229
104,8,1.13957192654,204,-1.04105075715,-0.463505659945
105,7,0.92701131989,330,0.802815352621,-0.463505659945
106,7,0.92701131989,150,-0.802815352621,0.463505659945
107,8,1.13957192654,24,1.04105075715,0.463505659945
108,8,1.13957192654,216,-0.921933054885,-0.669823572348
109,8,1.13957192654,324,0.921933054885,-0.669823572348
110,8,1.13957192654,144,-0.921933054885,0.669823572348
111,8,1.13957192654,36,0.921933054885,0.669823572348
112,7,0.92701131989,198,-0.881640156461,-0.286462251824
113,2,0.385472981851,84,0.0402928984241,0.383361320524
114,1,0.238235404529,48,0.159410600689,0.177043408121
115,8,1.13957192654,132,-0.762522454197,0.846866980469
116,1,0.238235404529,348,0.23302938935,-0.0495319257682
117,7,0.92701131989,138,-0.688903665535,0.62029164658
118,5,0.704294183228,144,-0.569785963271,0.413973734177
119,8,1.13957192654,72,0.352147091614,1.08379730652
120,2,0.385472981851,312,0.257931770081,-0.286462251824
121,6,0.766722641048,150,-0.664001284804,0.383361320524
122,4,0.572924503648,162,-0.54488358254,0.177043408121
123,7,0.92701131989,66,0.377049472345,0.846866980469
124,3,0.473860652112,186,-0.471264793878,-0.0495319257682
125,6,0.766722641048,54,0.450668261007,0.62029164658
126,5,0.704294183228,36,0.569785963271,0.413973734177
127,8,1.13957192654,108,-0.352147091614,1.08379730652
128,4,0.572924503648,294,0.23302938935,-0.52339257788
129,5,0.704294183228,168,-0.688903665535,0.146430994468
130,4,0.572924503648,186,-0.569785963271,-0.0598869179347
131,5,0.704294183228,60,0.352147091614,0.609936654413
132,4,0.572924503648,210,-0.49616717461,-0.286462251824
133,4,0.572924503648,42,0.425765880275,0.383361320524
134,4,0.572924503648,18,0.54488358254,0.177043408121
135,7,0.92701131989,114,-0.377049472345,0.846866980469
136,5,0.704294183228,228,-0.471264793878,-0.52339257788
137,3,0.473860652112,18,0.450668261007,0.146430994468
138,4,0.572924503648,354,0.569785963271,-0.0598869179347
139,5,0.704294183228,120,-0.352147091614,0.609936654413
140,5,0.704294183228,336,0.643404751932,-0.286462251824
141,3,0.473860652112,126,-0.278528302953,0.383361320524
142,1,0.238235404529,132,-0.159410600689,0.177043408121
143,8,1.13957192654,48,0.762522454197,0.846866980469
144,6,0.766722641048,282,0.159410600689,-0.749967911769
145,6,0.766722641048,186,-0.762522454197,-0.0801443394212
146,5,0.704294183228,204,-0.643404751932,-0.286462251824
147,3,0.473860652112,54,0.278528302953,0.383361320524
148,6,0.766722641048,222,-0.569785963271,-0.513037585713
149,2,0.385472981851,24,0.352147091614,0.156785986635
150,3,0.473860652112,354,0.471264793878,-0.0495319257682
151,6,0.766722641048,126,-0.450668261007,0.62029164658
152,7,0.92701131989,234,-0.54488358254,-0.749967911769
153,2,0.385472981851,348,0.377049472345,-0.0801443394212
154,4,0.572924503648,330,0.49616717461,-0.286462251824
155,4,0.572924503648,138,-0.425765880275,0.383361320524
156,6,0.766722641048,318,0.569785963271,-0.513037585713
157,2,0.385472981851,156,-0.352147091614,0.156785986635
158,1,0.238235404529,192,-0.23302938935,-0.0495319257682
159,7,0.92701131989,42,0.688903665535,0.62029164658
160,8,1.13957192654,240,-0.569785963271,-0.986898237825
161,3,0.473860652112,318,0.352147091614,-0.317074665477
162,5,0.704294183228,312,0.471264793878,-0.52339257788
163,3,0.473860652112,162,-0.450668261007,0.146430994468
164,7,0.92701131989,306,0.54488358254,-0.749967911769
165,2,0.385472981851,192,-0.377049472345,-0.0801443394212
166,2,0.385472981851,228,-0.257931770081,-0.286462251824
167,6,0.766722641048,30,0.664001284804,0.383361320524
168,8,1.13957192654,300,0.569785963271,-0.986898237825
169,3,0.473860652112,222,-0.352147091614,-0.317074665477
170,4,0.572924503648,246,-0.23302938935,-0.52339257788
171,5,0.704294183228,12,0.688903665535,0.146430994468
172,6,0.766722641048,258,-0.159410600689,-0.749967911769
173,6,0.766722641048,354,0.762522454197,-0.0801443394212
174,7,0.92701131989,342,0.881640156461,-0.286462251824
175,2,0.385472981851,96,-0.0402928984241,0.383361320524
176,2,0.385472981851,276,0.0402928984241,-0.383361320524
177,7,0.92701131989,162,-0.881640156461,0.286462251824
178,6,0.766722641048,174,-0.762522454197,0.0801443394212
179,6,0.766722641048,78,0.159410600689,0.749967911769
180,5,0.704294183228,192,-0.688903665535,-0.146430994468
181,4,0.572924503648,66,0.23302938935,0.52339257788
182,3,0.473860652112,42,0.352147091614,0.317074665477
183,8,1.13957192654,120,-0.569785963271,0.986898237825
184,6,0.766722641048,210,-0.664001284804,-0.383361320524
185,2,0.385472981851,48,0.257931770081,0.286462251824
186,2,0.385472981851,12,0.377049472345,0.0801443394212
187,7,0.92701131989,126,-0.54488358254,0.749967911769
188,3,0.473860652112,342,0.450668261007,-0.146430994468
189,5,0.704294183228,132,-0.471264793878,0.52339257788
190,3,0.473860652112,138,-0.352147091614,0.317074665477
191,8,1.13957192654,60,0.569785963271,0.986898237825
192,7,0.92701131989,222,-0.688903665535,-0.62029164658
193,1,0.238235404529,12,0.23302938935,0.0495319257682
194,2,0.385472981851,336,0.352147091614,-0.156785986635
195,6,0.766722641048,138,-0.569785963271,0.513037585713
196,4,0.572924503648,318,0.425765880275,-0.383361320524
197,4,0.572924503648,150,-0.49616717461,0.286462251824
198,2,0.385472981851,168,-0.377049472345,0.0801443394212
199,7,0.92701131989,54,0.54488358254,0.749967911769
200,6,0.766722641048,306,0.450668261007,-0.62029164658
201,3,0.473860652112,174,-0.471264793878,0.0495319257682
202,2,0.385472981851,204,-0.352147091614,-0.156785986635
203,6,0.766722641048,42,0.569785963271,0.513037585713
204,3,0.473860652112,234,-0.278528302953,-0.383361320524
205,5,0.704294183228,24,0.643404751932,0.286462251824
206,6,0.766722641048,6,0.762522454197,0.0801443394212
207,6,0.766722641048,102,-0.159410600689,0.749967911769
208,8,1.13957192654,228,-0.762522454197,-0.846866980469
209,1,0.238235404529,312,0.159410600689,-0.177043408121
210,3,0.473860652112,306,0.278528302953,-0.383361320524
211,5,0.704294183228,156,-0.643404751932,0.286462251824
212,5,0.704294183228,300,0.352147091614,-0.609936654413
213,4,0.572924503648,174,-0.569785963271,0.0598869179347
214,3,0.473860652112,198,-0.450668261007,-0.146430994468
215,5,0.704294183228,48,0.471264793878,0.52339257788
216,7,0.92701131989,294,0.377049472345,-0.846866980469
217,4,0.572924503648,198,-0.54488358254,-0.177043408121
218,4,0.572924503648,222,-0.425765880275,-0.383361320524
219,4,0.572924503648,30,0.49616717461,0.286462251824
220,5,0.704294183228,240,-0.352147091614,-0.609936654413
221,4,0.572924503648,6,0.569785963271,0.0598869179347
222,5,0.704294183228,348,0.688903665535,-0.146430994468
223,4,0.572924503648,114,-0.23302938935,0.52339257788
224,8,1.13957192654,288,0.352147091614,-1.08379730652
225,5,0.704294183228,216,-0.569785963271,-0.413973734177
226,6,0.766722641048,234,-0.450668261007,-0.62029164658
227,3,0.473860652112,6,0.471264793878,0.0495319257682
228,7,0.92701131989,246,-0.377049472345,-0.846866980469
229,4,0.572924503648,342,0.54488358254,-0.177043408121
230,6,0.766722641048,330,0.664001284804,-0.383361320524
231,2,0.385472981851,132,-0.257931770081,0.286462251824
232,8,1.13957192654,252,-0.352147091614,-1.08379730652
233,5,0.704294183228,324,0.569785963271,-0.413973734177
234,7,0.92701131989,318,0.688903665535,-0.62029164658
235,1,0.238235404529,168,-0.23302938935,0.0495319257682
236,8,1.13957192654,312,0.762522454197,-0.846866980469
237,1,0.238235404529,228,-0.159410600689,-0.177043408121
238,2,0.385472981851,264,-0.0402928984241,-0.383361320524
239,7,0.92701131989,18,0.881640156461,0.286462251824
